Identifier,Taxa1,Taxa2,Taxa3
SMGC_379,p__Synergistota,g__Jonquetella,s__Jonquetella anthropi
SMGC_380,p__Actinobacteriota,g__Actinotignum,s__Actinotignum schaalii_A
SMGC_381,p__Proteobacteria,g__Pseudomonas,s__Pseudomonas nitroreducens_B
SMGC_382,p__Firmicutes_A,g__Fenollaria,s__
SMGC_383,p__Firmicutes,g__Streptococcus,s__Streptococcus sanguinis
SMGC_384,p__Proteobacteria,g__Brevundimonas,s__
SMGC_385,p__Firmicutes_A,g__Fenollaria,s__
SMGC_386,p__Proteobacteria,g__Pseudoxanthomonas_A,s__
SMGC_387,p__Actinobacteriota,g__Corynebacterium,s__
SMGC_388,p__Proteobacteria,g__Pseudomonas,s__Pseudomonas nitroreducens
SMGC_389,p__Firmicutes,g__Lactobacillus,s__Lactobacillus iners
SMGC_390,p__Proteobacteria,g__Agrobacterium,s__Agrobacterium pusense
SMGC_391,p__Proteobacteria,g__Lautropia,s__
SMGC_392,p__Actinobacteriota,g__Mycolicibacterium,s__Mycolicibacterium mucogenicum_A
SMGC_393,p__Bacteroidota,g__Chryseobacterium,s__Chryseobacterium joostei
SMGC_394,p__Actinobacteriota,g__Rhodococcus,s__Rhodococcus fascians
SMGC_395,p__Actinobacteriota,g__Corynebacterium,s__Corynebacterium sp001767255
SMGC_396,p__Proteobacteria,g__Pararheinheimera,s__Pararheinheimera sp001275035
SMGC_397,p__Bacteroidota,g__Sphingobacterium,s__Sphingobacterium spiritivorum
SMGC_398,p__Bacteroidota,g__Empedobacter,s__Empedobacter falsenii
SMGC_399,p__Actinobacteriota,g__Corynebacterium,s__
SMGC_400,p__Firmicutes,g__Lactococcus,s__Lactococcus lactis
SMGC_401,p__Actinobacteriota,g__,s__
SMGC_402,p__Actinobacteriota,g__Gordonia,s__Gordonia otitidis
SMGC_403,p__Actinobacteriota,g__Rothia,s__Rothia sp001683935
SMGC_404,p__Proteobacteria,g__UBA1936,s__
SMGC_405,p__Bacteroidota,g__Prevotella,s__Prevotella denticola
SMGC_406,p__Proteobacteria,g__Aquabacterium,s__
SMGC_407,p__Proteobacteria,g__Pseudomonas_O,s__
SMGC_408,p__Bacteroidota,g__Prevotella,s__Prevotella nigrescens
SMGC_409,p__Proteobacteria,g__Serratia,s__Serratia liquefaciens
SMGC_410,p__Proteobacteria,g__Ochrobactrum_A,s__Ochrobactrum_A pituitosum
SMGC_411,p__Proteobacteria,g__Rhodoferax,s__
SMGC_412,p__Bacteroidota,g__Porphyromonas,s__Porphyromonas cangingivalis
SMGC_413,p__Deinococcota,g__Deinococcus,s__
SMGC_414,p__Deinococcota,g__Deinococcus,s__
SMGC_415,p__Firmicutes,g__Streptococcus,s__Streptococcus parasanguinis_B
SMGC_416,p__Proteobacteria,g__Lautropia,s__Lautropia mirabilis
SMGC_417,p__Firmicutes_A,g__Helcococcus,s__
SMGC_418,p__Firmicutes_A,g__Peptoniphilus_A,s__Peptoniphilus_A grossensis_B
SMGC_419,p__Actinobacteriota,g__Olegusella,s__Olegusella massiliensis
SMGC_420,p__Actinobacteriota,g__Brachybacterium,s__Brachybacterium sp900258505
SMGC_421,p__Bacteroidota,g__Weeksella,s__Weeksella virosa
SMGC_422,p__Actinobacteriota,g__,s__
SMGC_423,p__Actinobacteriota,g__Corynebacterium,s__Corynebacterium tuscaniense
SMGC_424,p__Bacteroidota,g__Prevotella,s__
SMGC_425,p__Firmicutes_A,g__W5053,s__
SMGC_426,p__Proteobacteria,g__Oligella,s__Oligella urethralis
SMGC_427,p__Firmicutes_A,g__Peptoniphilus_A,s__Peptoniphilus_A harei_A
SMGC_428,p__Actinobacteriota,g__Bifidobacterium,s__Bifidobacterium vaginale_G
SMGC_429,p__Firmicutes_C,g__Dialister,s__
SMGC_430,p__Firmicutes_A,g__,s__
SMGC_431,p__Actinobacteriota,g__Corynebacterium,s__
SMGC_432,p__Firmicutes,g__Facklamia,s__Facklamia hominis
SMGC_433,p__Proteobacteria,g__Stenotrophomonas,s__Stenotrophomonas maltophilia_AJ
SMGC_434,p__Firmicutes,g__Staphylococcus,s__Staphylococcus saprophyticus
SMGC_435,p__Firmicutes_C,g__Negativicoccus,s__
SMGC_436,p__Firmicutes_A,g__Finegoldia,s__Finegoldia magna_F
SMGC_437,p__Firmicutes,g__Eremococcus,s__
SMGC_438,p__Actinobacteriota,g__Helcobacillus,s__
SMGC_439,p__Actinobacteriota,g__Brevibacterium,s__Brevibacterium luteolum
SMGC_440,p__Bacteroidota,g__Prevotella,s__Prevotella sp000758925
SMGC_441,p__Firmicutes_C,g__28L,s__28L sp002892445
SMGC_442,p__Bacteroidota,g__Porphyromonas,s__Porphyromonas gulae
SMGC_443,p__Actinobacteriota,g__Haematomicrobium,s__Haematomicrobium sanguinis
SMGC_444,p__Bacteroidota,g__Prevotella,s__
SMGC_445,p__Actinobacteriota,g__Mobiluncus,s__Mobiluncus mulieris
SMGC_446,p__Firmicutes_A,g__KA00274,s__
SMGC_447,p__Bacteroidota,g__Prevotella,s__Prevotella amnii
SMGC_448,p__Actinobacteriota,g__Fannyhessea,s__
SMGC_449,p__Actinobacteriota,g__Aeromicrobium,s__
SMGC_450,p__Patescibacteria,g__UBA1103,s__
SMGC_451,p__Proteobacteria,g__Pseudomonas_E,s__Pseudomonas_E koreensis_C
SMGC_452,p__Proteobacteria,g__Acinetobacter,s__Acinetobacter sp002934695
SMGC_453,p__Proteobacteria,g__Pseudomonas_E,s__Pseudomonas_E sp002966775
SMGC_454,p__Actinobacteriota,g__Nesterenkonia,s__Nesterenkonia massiliensis
SMGC_455,p__Proteobacteria,g__Haemophilus_D,s__
SMGC_456,p__Firmicutes,g__Enterococcus_D,s__Enterococcus_D sp002850555
SMGC_457,p__Firmicutes,g__Bacillus,s__Bacillus paralicheniformis
SMGC_458,p__Firmicutes,g__Exiguobacterium,s__
SMGC_459,p__Actinobacteriota,g__Micrococcus,s__Micrococcus lylae
SMGC_460,p__Actinobacteriota,g__Mycobacterium,s__Mycobacterium gordonae_B
SMGC_461,p__Actinobacteriota,g__Pseudonocardia,s__
SMGC_462,p__Actinobacteriota,g__Nesterenkonia,s__
SMGC_463,p__Proteobacteria,g__Phenylobacterium,s__
SMGC_464,p__Firmicutes,g__Streptococcus,s__Streptococcus oralis_S
SMGC_465,p__Proteobacteria,g__Methylobacterium,s__Methylobacterium organophilum
SMGC_466,p__Firmicutes,g__Staphylococcus,s__Staphylococcus schleiferi
SMGC_467,p__Proteobacteria,g__Haemophilus_D,s__Haemophilus_D parainfluenzae
SMGC_468,p__Proteobacteria,g__,s__
SMGC_469,p__Actinobacteriota,g__Micrococcus,s__
SMGC_470,p__Actinobacteriota,g__Corynebacterium,s__
SMGC_471,p__Proteobacteria,g__Sphingomonas,s__
SMGC_472,p__Firmicutes_A,g__Fusicatenibacter,s__Fusicatenibacter saccharivorans
SMGC_473,p__Bacteroidota,g__Porphyromonas,s__Porphyromonas somerae_A
SMGC_474,p__Firmicutes,g__Leuconostoc,s__
SMGC_475,p__Actinobacteriota,g__Micrococcus,s__
SMGC_476,p__Patescibacteria,g__Saccharimonas,s__
SMGC_477,p__Firmicutes,g__UBA6286,s__UBA6286 sp002438305
SMGC_478,p__Patescibacteria,g__TM7x,s__
SMGC_479,p__Bacteroidota,g__F0040,s__
SMGC_480,p__Proteobacteria,g__Luteimonas,s__
SMGC_481,p__Actinobacteriota,g__Actinomyces,s__Actinomyces sp000220835
SMGC_482,p__Proteobacteria,g__Stenotrophomonas,s__Stenotrophomonas maltophilia_N
SMGC_483,p__Firmicutes,g__Streptococcus,s__Streptococcus mutans
SMGC_484,p__Proteobacteria,g__Psychrobacter,s__Psychrobacter sp000213615
SMGC_485,p__Actinobacteriota,g__Pauljensenia,s__Pauljensenia odontolyticus_A
SMGC_486,p__Actinobacteriota,g__F0332,s__F0332 sp000466165
SMGC_487,p__Actinobacteriota,g__Gordonia,s__Gordonia bronchialis
SMGC_488,p__Actinobacteriota,g__Rothia,s__Rothia kristinae
SMGC_489,p__Proteobacteria,g__Haemophilus,s__Haemophilus sp002998595
SMGC_490,p__Actinobacteriota,g__Rothia,s__Rothia dentocariosa
SMGC_491,p__Firmicutes,g__Granulicatella,s__Granulicatella adiacens
SMGC_492,p__Actinobacteriota,g__Actinomyces,s__Actinomyces massiliensis
SMGC_493,p__Firmicutes_A,g__,s__
SMGC_494,p__Proteobacteria,g__Stenotrophomonas,s__Stenotrophomonas maltophilia
SMGC_495,p__Proteobacteria,g__Psychrobacter,s__Psychrobacter sp001652315
SMGC_496,p__Proteobacteria,g__Acinetobacter,s__Acinetobacter fasciculus
SMGC_497,p__Proteobacteria,g__Stenotrophomonas,s__
SMGC_498,p__Firmicutes_A,g__Anaerococcus,s__
SMGC_499,p__Firmicutes_A,g__Anaerococcus,s__
SMGC_500,p__Firmicutes_A,g__Anaerococcus,s__
SMGC_501,p__Firmicutes,g__Salinicoccus,s__Salinicoccus qingdaonensis
SMGC_502,p__Firmicutes_A,g__Faecalibacterium,s__Faecalibacterium prausnitzii_G
SMGC_503,p__Proteobacteria,g__Basfia,s__
SMGC_504,p__Firmicutes_A,g__Blautia_A,s__Blautia_A wexlerae
SMGC_505,p__Actinobacteriota,g__Gulosibacter,s__
SMGC_506,p__Proteobacteria,g__Xanthomonas,s__Xanthomonas campestris
SMGC_507,p__Actinobacteriota,g__Corynebacterium,s__Corynebacterium jeikeium_A
SMGC_508,p__Firmicutes_A,g__Ruminococcus_E,s__Ruminococcus_E bromii_B
SMGC_509,p__Actinobacteriota,g__Micrococcus,s__
SMGC_510,p__Firmicutes_A,g__CAG-217,s__CAG-217 sp000436335
SMGC_511,p__Bacteroidota,g__Bacteroides_B,s__Bacteroides_B dorei
SMGC_512,p__Proteobacteria,g__Sphingomonas,s__Sphingomonas sp000980895
SMGC_513,p__Bacteroidota,g__Alistipes,s__Alistipes finegoldii
SMGC_514,p__Actinobacteriota,g__Bifidobacterium,s__Bifidobacterium vaginale_A
SMGC_515,p__Firmicutes,g__Streptococcus,s__Streptococcus pseudopneumoniae_O
SMGC_516,p__Proteobacteria,g__QFNR01,s__
SMGC_517,p__Firmicutes_C,g__28L,s__28L sp000177555
SMGC_518,p__Proteobacteria,g__Massilia,s__Massilia alkalitolerans
SMGC_519,p__Proteobacteria,g__Neorhizobium,s__
SMGC_520,p__Proteobacteria,g__Sphingobium,s__Sphingobium yanoikuyae
SMGC_521,p__Proteobacteria,g__Pantoea,s__Pantoea septica
SMGC_522,p__Firmicutes,g__Lactobacillus,s__Lactobacillus gasseri
SMGC_523,p__Actinobacteriota,g__Corynebacterium,s__
SMGC_524,p__Proteobacteria,g__Sphingomonas,s__
SMGC_525,p__Actinobacteriota,g__Pseudoglutamicibacter,s__Pseudoglutamicibacter albus
SMGC_526,p__Firmicutes_A,g__Fastidiosipila,s__Fastidiosipila sanguinis
SMGC_527,p__Actinobacteriota,g__Bifidobacterium,s__Bifidobacterium vaginale
SMGC_528,p__Proteobacteria,g__Paracoccus,s__Paracoccus yeei
SMGC_529,p__Actinobacteriota,g__,s__
SMGC_530,p__Bacteroidota,g__Cloacibacterium,s__
SMGC_531,p__Actinobacteriota,g__Corynebacterium,s__
SMGC_532,p__Firmicutes,g__Staphylococcus,s__Staphylococcus simulans_B
SMGC_533,p__Firmicutes_A,g__COE1,s__COE1 sp000403215
SMGC_534,p__Firmicutes,g__Streptococcus,s__Streptococcus gordonii
SMGC_535,p__Deferribacterota,g__Mucispirillum,s__Mucispirillum schaedleri
SMGC_536,p__Actinobacteriota,g__Corynebacterium,s__
SMGC_537,p__Firmicutes,g__Aliicoccus,s__Aliicoccus persicus
SMGC_538,p__Firmicutes,g__Lactobacillus,s__Lactobacillus crispatus
SMGC_539,p__Actinobacteriota,g__Rothia,s__Rothia mucilaginosa
SMGC_540,p__Firmicutes,g__Streptococcus,s__
SMGC_541,p__Firmicutes,g__Streptococcus,s__Streptococcus mitis_Y
SMGC_542,p__Bacteroidota,g__Prevotella,s__Prevotella copri
SMGC_543,p__Actinobacteriota,g__Rothia,s__
SMGC_544,p__Proteobacteria,g__Neisseria,s__Neisseria sp000227275
SMGC_545,p__Actinobacteriota,g__Dermacoccus,s__Dermacoccus nishinomiyaensis
SMGC_546,p__Bacteroidota,g__Pedobacter,s__
SMGC_547,p__Bacteroidota,g__Flavobacterium,s__
SMGC_548,p__Bacteroidota,g__Flavobacterium,s__
SMGC_549,p__Proteobacteria,g__,s__
SMGC_550,p__Patescibacteria,g__,s__
SMGC_551,p__Deinococcota,g__Deinococcus,s__
SMGC_552,p__Firmicutes,g__Leuconostoc,s__Leuconostoc lactis_B
SMGC_553,p__Firmicutes,g__Exiguobacterium_A,s__Exiguobacterium_A indicum
SMGC_554,p__Actinobacteriota,g__Kytococcus,s__
SMGC_555,p__Proteobacteria,g__Neisseria,s__Neisseria subflava_A
SMGC_556,p__Actinobacteriota,g__Corynebacterium,s__Corynebacterium sp001807205
SMGC_557,p__Proteobacteria,g__Hyphomicrobium,s__
SMGC_558,p__Proteobacteria,g__Brevundimonas,s__
SMGC_559,p__Proteobacteria,g__Pseudomonas_E,s__Pseudomonas_E fulva
SMGC_560,p__Deinococcota,g__Deinococcus,s__Deinococcus wulumuqiensis
SMGC_561,p__Firmicutes_C,g__F0422,s__
SMGC_562,p__Actinobacteriota,g__Micrococcus,s__
SMGC_563,p__Actinobacteriota,g__Corynebacterium,s__Corynebacterium sp001831515
SMGC_564,p__Actinobacteriota,g__Microbacterium,s__
SMGC_565,p__Deinococcota,g__Deinococcus,s__
SMGC_566,p__Patescibacteria,g__Saccharimonas,s__
SMGC_567,p__Bacteroidota,g__Chryseobacterium_D,s__Chryseobacterium_D taklimakanense
SMGC_568,p__Actinobacteriota,g__Pauljensenia,s__Pauljensenia hongkongensis
SMGC_569,p__Firmicutes,g__Kurthia,s__Kurthia sp001534765
SMGC_570,p__Actinobacteriota,g__Williamsia_A,s__
SMGC_571,p__Proteobacteria,g__Aeromonas,s__Aeromonas caviae
SMGC_572,p__Proteobacteria,g__Shewanella,s__Shewanella bicestrii
SMGC_573,p__Actinobacteriota,g__Rothia,s__Rothia aeria
SMGC_574,p__Bacteroidota,g__Parabacteroides,s__Parabacteroides distasonis
SMGC_575,p__Bacteroidota,g__Bacteroides,s__Bacteroides fragilis
SMGC_576,p__Proteobacteria,g__CAG-521,s__
SMGC_577,p__Firmicutes_A,g__Roseburia,s__Roseburia intestinalis
SMGC_578,p__Firmicutes_A,g__Ruminococcus_C,s__Ruminococcus_C sp000433635
SMGC_579,p__Firmicutes_C,g__F0422,s__F0422 sp001553345
SMGC_580,p__Actinobacteriota,g__Pseudopropionibacterium,s__
SMGC_581,p__Bacteroidota,g__Bacteroides,s__
SMGC_582,p__Firmicutes_A,g__Faecalicatena,s__Faecalicatena torques
SMGC_583,p__Actinobacteriota,g__Mycobacterium,s__Mycobacterium gordonae
SMGC_584,p__Proteobacteria,g__Agrobacterium,s__
SMGC_585,p__Bacteroidota,g__Flavobacterium,s__
SMGC_586,p__Proteobacteria,g__UBA2020,s__
SMGC_587,p__Actinobacteriota,g__Microbacterium,s__
SMGC_588,p__Proteobacteria,g__Micavibrio_B,s__
SMGC_589,p__Proteobacteria,g__Pseudomonas_E,s__
SMGC_590,p__Actinobacteriota,g__Kytococcus,s__Kytococcus sedentarius
SMGC_591,p__Actinobacteriota,g__Corynebacterium,s__Corynebacterium falsenii_A
SMGC_592,p__Proteobacteria,g__Stenotrophomonas,s__Stenotrophomonas sp003248565
SMGC_593,p__Proteobacteria,g__Shewanella,s__Shewanella xiamenensis
SMGC_594,p__Proteobacteria,g__Comamonas,s__Comamonas aquatica
SMGC_595,p__Proteobacteria,g__Massilia,s__
SMGC_596,p__Proteobacteria,g__Acinetobacter,s__Acinetobacter schindleri
SMGC_597,p__Proteobacteria,g__Pseudomonas_E,s__Pseudomonas_E sp001320525
SMGC_598,p__Proteobacteria,g__Pseudoxanthomonas_B,s__Pseudoxanthomonas_B suwonensis
SMGC_599,p__Actinobacteriota,g__,s__
SMGC_600,p__Firmicutes,g__Streptococcus,s__Streptococcus dysgalactiae
SMGC_601,p__Actinobacteriota,g__Corynebacterium,s__
SMGC_602,p__Actinobacteriota,g__Fannyhessea,s__Fannyhessea vaginae
SMGC_603,p__Firmicutes_A,g__Anaerococcus,s__Anaerococcus prevotii_A
SMGC_604,p__Actinobacteriota,g__DNF00809,s__DNF00809 sp001552935
SMGC_605,p__Bacteroidota,g__Porphyromonas,s__
SMGC_606,p__Firmicutes,g__Dolosigranulum,s__Dolosigranulum pigrum
SMGC_607,p__Proteobacteria,g__DSL-40,s__
SMGC_608,p__Actinobacteriota,g__Marmoricola,s__
SMGC_609,p__Proteobacteria,g__Pseudomonas_E,s__Pseudomonas_E weihenstephanensis
SMGC_610,p__Actinobacteriota,g__Corynebacterium,s__Corynebacterium glutamicum
SMGC_611,p__Firmicutes,g__Aerococcus,s__Aerococcus urinaeequi
SMGC_612,p__Firmicutes,g__Staphylococcus,s__Staphylococcus xylosus
SMGC_613,p__Firmicutes,g__Staphylococcus_A,s__Staphylococcus_A sciuri
SMGC_614,p__Actinobacteriota,g__Corynebacterium,s__Corynebacterium casei
SMGC_615,p__Proteobacteria,g__Bartonella,s__
SMGC_616,p__Actinobacteriota,g__Corynebacterium,s__
SMGC_617,p__Actinobacteriota,g__Corynebacterium,s__
SMGC_618,p__Firmicutes,g__Staphylococcus,s__Staphylococcus succinus
SMGC_619,p__Actinobacteriota,g__Corynebacterium,s__Corynebacterium genitalium
SMGC_620,p__Proteobacteria,g__Acinetobacter,s__Acinetobacter parvus
SMGC_621,p__Bacteroidota,g__Porphyromonas,s__
SMGC_622,p__Firmicutes_A,g__Finegoldia,s__Finegoldia magna_H
SMGC_7558,p__Basidiomycota,g__Malassezia,Malassezia_slooffiae
SMGC_7559,p__Ascomycota,g__Penicillium,Eurotiomycetes_sp
SMGC_7560,p__Basidiomycota,g__Malassezia,s__
SMGC_7561,p__Basidiomycota,g__Malassezia,Malassezia_sympodialis
SMGC_7562,p__Ascomycota,g__Malassezia,s__Clavispora_lusitaniae
SMGC_7563,p__Basidiomycota,g__Malassezia,s__
SMGC_7564,p__Basidiomycota,g__Malassezia,s__Malassezia_globosa
SMGC_7565,p__Basidiomycota,g__Malassezia,s__Malassezia_restricta
SMGC_7566,p__Basidiomycota,g__Malassezia,s__
SMGC_7567,p__Ascomycota,g__,s__
SMGC_7568,p__Ascomycota,g__Debaryomyces,s__Debaryomyces_hansenii
SMGC_7569,p__Basidiomycota,g__Rhodotorula,s__Rhodotorula_sp
SMGC_623,Virus,Podoviridae,Podoviridae
SMGC_624,Virus,Siphoviridae,Siphoviridae
SMGC_625,Virus,Papillomaviridae,Papillomaviridae
SMGC_626,Virus,Siphoviridae,Siphoviridae
SMGC_627,Virus,Unassigned,Unassigned
SMGC_628,Virus,Other,Other
SMGC_629,Virus,Siphoviridae,Siphoviridae
SMGC_630,Virus,Siphoviridae,Siphoviridae
SMGC_631,Virus,Siphoviridae,Siphoviridae
SMGC_632,Virus,Other,Other
SMGC_633,Virus,Siphoviridae,Siphoviridae
SMGC_634,Virus,Unassigned,Unassigned
SMGC_635,Virus,Myoviridae,Myoviridae
SMGC_636,Virus,Siphoviridae,Siphoviridae
SMGC_637,Virus,Podoviridae,Podoviridae
SMGC_638,Virus,Myoviridae,Myoviridae
SMGC_639,Virus,Podoviridae,Podoviridae
SMGC_640,Virus,Siphoviridae,Siphoviridae
SMGC_641,Virus,Siphoviridae,Siphoviridae
SMGC_642,Virus,Podoviridae,Podoviridae
SMGC_643,Virus,Siphoviridae,Siphoviridae
SMGC_644,Virus,Siphoviridae,Siphoviridae
SMGC_645,Virus,Siphoviridae,Siphoviridae
SMGC_646,Virus,Other,Other
SMGC_647,Virus,Siphoviridae,Siphoviridae
SMGC_648,Virus,Siphoviridae,Siphoviridae
SMGC_649,Virus,Siphoviridae,Siphoviridae
SMGC_650,Virus,Unassigned,Unassigned
SMGC_651,Virus,Siphoviridae,Siphoviridae
SMGC_652,Virus,Myoviridae,Myoviridae
SMGC_653,Virus,Siphoviridae,Siphoviridae
SMGC_654,Virus,Siphoviridae,Siphoviridae
SMGC_655,Virus,Siphoviridae,Siphoviridae
SMGC_656,Virus,Siphoviridae,Siphoviridae
SMGC_657,Virus,Podoviridae,Podoviridae
SMGC_658,Virus,Other,Other
SMGC_659,Virus,Siphoviridae,Siphoviridae
SMGC_660,Virus,Siphoviridae,Siphoviridae
SMGC_661,Virus,Siphoviridae,Siphoviridae
SMGC_662,Virus,Siphoviridae,Siphoviridae
SMGC_663,Virus,Siphoviridae,Siphoviridae
SMGC_664,Virus,Siphoviridae,Siphoviridae
SMGC_665,Virus,Other,Other
SMGC_666,Virus,Other,Other
SMGC_667,Virus,Other,Other
SMGC_668,Virus,Other,Other
SMGC_669,Virus,Other,Other
SMGC_670,Virus,Other,Other
SMGC_671,Virus,Other,Other
SMGC_672,Virus,Other,Other
SMGC_673,Virus,Siphoviridae,Siphoviridae
SMGC_674,Virus,Unassigned,Unassigned
SMGC_675,Virus,Other,Other
SMGC_676,Virus,Other,Other
SMGC_677,Virus,Siphoviridae,Siphoviridae
SMGC_678,Virus,Siphoviridae,Siphoviridae
SMGC_679,Virus,Myoviridae,Myoviridae
SMGC_680,Virus,Siphoviridae,Siphoviridae
SMGC_681,Virus,Siphoviridae,Siphoviridae
SMGC_682,Virus,Siphoviridae,Siphoviridae
SMGC_683,Virus,Other,Other
SMGC_684,Virus,Siphoviridae,Siphoviridae
SMGC_685,Virus,Siphoviridae,Siphoviridae
SMGC_686,Virus,Siphoviridae,Siphoviridae
SMGC_687,Virus,Siphoviridae,Siphoviridae
SMGC_688,Virus,Siphoviridae,Siphoviridae
SMGC_689,Virus,Siphoviridae,Siphoviridae
SMGC_690,Virus,Siphoviridae,Siphoviridae
SMGC_691,Virus,Other,Other
SMGC_692,Virus,Myoviridae,Myoviridae
SMGC_693,Virus,Siphoviridae,Siphoviridae
SMGC_694,Virus,Unassigned,Unassigned
SMGC_695,Virus,Myoviridae,Myoviridae
SMGC_696,Virus,Podoviridae,Podoviridae
SMGC_697,Virus,Siphoviridae,Siphoviridae
SMGC_698,Virus,Unassigned,Unassigned
SMGC_699,Virus,Siphoviridae,Siphoviridae
SMGC_700,Virus,Siphoviridae,Siphoviridae
SMGC_701,Virus,Siphoviridae,Siphoviridae
SMGC_702,Virus,Siphoviridae,Siphoviridae
SMGC_703,Virus,Myoviridae,Myoviridae
SMGC_704,Virus,Siphoviridae,Siphoviridae
SMGC_705,Virus,Siphoviridae,Siphoviridae
SMGC_706,Virus,Siphoviridae,Siphoviridae
SMGC_707,Virus,Siphoviridae,Siphoviridae
SMGC_708,Virus,Siphoviridae,Siphoviridae
SMGC_709,Virus,Siphoviridae,Siphoviridae
SMGC_710,Virus,Siphoviridae,Siphoviridae
SMGC_711,Virus,Podoviridae,Podoviridae
SMGC_712,Virus,Siphoviridae,Siphoviridae
SMGC_713,Virus,Siphoviridae,Siphoviridae
SMGC_714,Virus,Myoviridae,Myoviridae
SMGC_715,Virus,Siphoviridae,Siphoviridae
SMGC_716,Virus,Siphoviridae,Siphoviridae
SMGC_717,Virus,Myoviridae,Myoviridae
SMGC_718,Virus,Podoviridae,Podoviridae
SMGC_719,Virus,Siphoviridae,Siphoviridae
SMGC_720,Virus,Myoviridae,Myoviridae
SMGC_721,Virus,Myoviridae,Myoviridae
SMGC_722,Virus,Siphoviridae,Siphoviridae
SMGC_723,Virus,Siphoviridae,Siphoviridae
SMGC_724,Virus,Myoviridae,Myoviridae
SMGC_725,Virus,Siphoviridae,Siphoviridae
SMGC_726,Virus,Phycodnaviridae,Phycodnaviridae
SMGC_727,Virus,Siphoviridae,Siphoviridae
SMGC_728,Virus,Myoviridae,Myoviridae
SMGC_729,Virus,Podoviridae,Podoviridae
SMGC_730,Virus,Podoviridae,Podoviridae
SMGC_731,Virus,Siphoviridae,Siphoviridae
SMGC_732,Virus,Siphoviridae,Siphoviridae
SMGC_733,Virus,Other,Other
SMGC_734,Virus,Myoviridae,Myoviridae
SMGC_735,Virus,Myoviridae,Myoviridae
SMGC_736,Virus,Siphoviridae,Siphoviridae
SMGC_737,Virus,Unassigned,Unassigned
SMGC_738,Virus,Myoviridae,Myoviridae
SMGC_739,Virus,Myoviridae,Myoviridae
SMGC_740,Virus,Myoviridae,Myoviridae
SMGC_741,Virus,Other,Other
SMGC_742,Virus,Siphoviridae,Siphoviridae
SMGC_743,Virus,Siphoviridae,Siphoviridae
SMGC_744,Virus,Podoviridae,Podoviridae
SMGC_745,Virus,Siphoviridae,Siphoviridae
SMGC_746,Virus,Siphoviridae,Siphoviridae
SMGC_747,Virus,Siphoviridae,Siphoviridae
SMGC_748,Virus,Unassigned,Unassigned
SMGC_749,Virus,Siphoviridae,Siphoviridae
SMGC_750,Virus,Other,Other
SMGC_751,Virus,Siphoviridae,Siphoviridae
SMGC_752,Virus,Siphoviridae,Siphoviridae
SMGC_753,Virus,Unassigned,Unassigned
SMGC_754,Virus,Myoviridae,Myoviridae
SMGC_755,Virus,Other,Other
SMGC_756,Virus,Siphoviridae,Siphoviridae
SMGC_757,Virus,Siphoviridae,Siphoviridae
SMGC_758,Virus,Other,Other
SMGC_759,Virus,Unassigned,Unassigned
SMGC_760,Virus,Siphoviridae,Siphoviridae
SMGC_761,Virus,Siphoviridae,Siphoviridae
SMGC_762,Virus,Unassigned,Unassigned
SMGC_763,Virus,Other,Other
SMGC_764,Virus,Unassigned,Unassigned
SMGC_765,Virus,Myoviridae,Myoviridae
SMGC_766,Virus,Siphoviridae,Siphoviridae
SMGC_767,Virus,Myoviridae,Myoviridae
SMGC_768,Virus,Siphoviridae,Siphoviridae
SMGC_769,Virus,Siphoviridae,Siphoviridae
SMGC_770,Virus,Siphoviridae,Siphoviridae
SMGC_771,Virus,Myoviridae,Myoviridae
SMGC_772,Virus,Siphoviridae,Siphoviridae
SMGC_773,Virus,Siphoviridae,Siphoviridae
SMGC_774,Virus,Siphoviridae,Siphoviridae
SMGC_775,Virus,Other,Other
SMGC_776,Virus,Siphoviridae,Siphoviridae
SMGC_777,Virus,Other,Other
SMGC_778,Virus,Siphoviridae,Siphoviridae
SMGC_779,Virus,Myoviridae,Myoviridae
SMGC_780,Virus,Siphoviridae,Siphoviridae
SMGC_781,Virus,Other,Other
SMGC_782,Virus,Siphoviridae,Siphoviridae
SMGC_783,Virus,Siphoviridae,Siphoviridae
SMGC_784,Virus,Siphoviridae,Siphoviridae
SMGC_785,Virus,Siphoviridae,Siphoviridae
SMGC_786,Virus,Other,Other
SMGC_787,Virus,Siphoviridae,Siphoviridae
SMGC_788,Virus,Siphoviridae,Siphoviridae
SMGC_789,Virus,Siphoviridae,Siphoviridae
SMGC_790,Virus,Siphoviridae,Siphoviridae
SMGC_791,Virus,Siphoviridae,Siphoviridae
SMGC_792,Virus,Siphoviridae,Siphoviridae
SMGC_793,Virus,Siphoviridae,Siphoviridae
SMGC_794,Virus,Siphoviridae,Siphoviridae
SMGC_795,Virus,Myoviridae,Myoviridae
SMGC_796,Virus,Siphoviridae,Siphoviridae
SMGC_797,Virus,Other,Other
SMGC_798,Virus,Myoviridae,Myoviridae
SMGC_799,Virus,Unassigned,Unassigned
SMGC_800,Virus,Siphoviridae,Siphoviridae
